text,label
"tối qua, có bãi giữ xe liên quan đến bác sĩ.!! :)",neutral
"mới đây, thêm tính năng mới liên quan đến ứng dụng. ℹ️",neutral
"hôm nay, website bảo trì trong 1 giờ liên quan đến tổng đài. 📝 =))",neutral
"tuần trước, đang tuyển dụng liên quan đến quán ăn.!",neutral
"hôm qua, thêm tính năng mới liên quan đến chuyến bay. ℹ️ :(",neutral
"sáng nay, giờ làm việc từ 8h đến 17h liên quan đến đơn hàng.! =))",neutral
"hôm nay, giờ làm việc từ 8h đến 17h liên quan đến phòng khám.!!!",neutral
"hôm qua, ship nội thành trong ngày liên quan đến du lịch.… :v",neutral
"mới đây, thêm tính năng mới liên quan đến bác sĩ.",neutral
"sáng nay, áp dụng thanh toán QR liên quan đến trường.",neutral
"lúc 8h, Phòng lab mở từ 13h. liên quan đến siêu thị.",neutral
"vừa xong, giờ làm việc từ 8h đến 17h liên quan đến cửa hàng.",neutral
"hôm nay, hôm nay có thông báo mới liên quan đến shipper. 📌… :(",neutral
"hôm qua, Bài kiểm tra gồm 50 câu. liên quan đến khoa.…",neutral
"hôm nay, địa chỉ nằm ở trung tâm liên quan đến ứng dụng.!!",neutral
"tối qua, Thời tiết hôm nay khá mát. liên quan đến nhà hàng.! ^^",neutral
"tối qua, địa chỉ nằm ở trung tâm liên quan đến tổng đài.",neutral
"sáng nay, đang tuyển dụng liên quan đến nhân viên.…",neutral
"tối qua, Tài khoản vừa đăng nhập lúc 7h. liên quan đến khách sạn. 📝 =))",neutral
"lúc 8h, đang tuyển dụng liên quan đến môn học.!!",neutral
"tối qua, Sân bay đang đông. liên quan đến laptop.",neutral
"tối qua, giờ làm việc từ 8h đến 17h liên quan đến trường. 📝",neutral
"hôm nay, thêm tính năng mới liên quan đến laptop.",neutral
"hôm nay, mở cửa cả cuối tuần liên quan đến quán ăn.",neutral
"hôm qua, website bảo trì trong 1 giờ liên quan đến ứng dụng. 📣",neutral
"hôm qua, đã cập nhật thời khóa biểu liên quan đến bưu điện. 📝",neutral
"hôm nay, Có 20 chỗ ngồi trong phòng. liên quan đến website.",neutral
"tuần trước, sản phẩm hết hàng tạm thời liên quan đến ứng dụng. ℹ️!!!",neutral
"lúc 8h, Lịch hẹn của tôi là 9:30 sáng. liên quan đến thiết bị.!",neutral
"hôm nay, có chương trình khuyến mãi liên quan đến khoa.!",neutral
"hôm qua, yêu cầu mang CCCD liên quan đến điện thoại. 📝!",neutral
"tối qua, Có 20 chỗ ngồi trong phòng. liên quan đến chăm sóc khách hàng.",neutral
"mới đây, thêm tính năng mới liên quan đến cửa hàng.",neutral
"hôm nay, có chương trình khuyến mãi liên quan đến môn học.! :)",neutral
"vừa xong, website bảo trì trong 1 giờ liên quan đến giao hàng.!! :(",neutral
"mới đây, áp dụng thanh toán QR liên quan đến thiết bị.",neutral
"tối qua, ship nội thành trong ngày liên quan đến du lịch.",neutral
"mới đây, Tài khoản vừa đăng nhập lúc 7h. liên quan đến website.!!!",neutral
"tối qua, thêm tính năng mới liên quan đến app. 📝!!! ^^",neutral
"sáng nay, Lịch hẹn của tôi là 9:30 sáng. liên quan đến bác sĩ.!! :v",neutral
"mới đây, có chương trình khuyến mãi liên quan đến thiết bị.",neutral
"mới đây, có chương trình khuyến mãi liên quan đến ngân hàng.",neutral
"hôm nay, mở cửa cả cuối tuần liên quan đến nhà hàng.!!! :)",neutral
"tuần trước, có bãi giữ xe liên quan đến bảo hành.",neutral
"mới đây, đang tuyển dụng liên quan đến laptop.!! :(",neutral
"mới đây, website bảo trì trong 1 giờ liên quan đến tổng đài. ^^",neutral
"tối qua, Bài kiểm tra gồm 50 câu. liên quan đến app.!",neutral
"tối qua, Thời tiết hôm nay khá mát. liên quan đến điện thoại. 📣!",neutral
"tuần trước, Bài kiểm tra gồm 50 câu. liên quan đến nhà hàng.",neutral
"hôm nay, Đơn hàng đã chuyển đến kho. liên quan đến giảng viên.!! :)",neutral
"hôm qua, Tôi đã nhận được email xác nhận. liên quan đến xe công nghệ.",neutral
"mới đây, có chương trình khuyến mãi liên quan đến khách sạn.",neutral
"lúc 8h, Thời tiết hôm nay khá mát. liên quan đến du lịch.",neutral
"vừa xong, áp dụng thanh toán QR liên quan đến quán ăn.",neutral
"tuần trước, Tài khoản vừa đăng nhập lúc 7h. liên quan đến ship đồ ăn.",neutral
"mới đây, giá niêm yết công khai liên quan đến chuyến bay.! :)",neutral
"mới đây, giá niêm yết công khai liên quan đến môn học. 📌!! :v",neutral
"hôm nay, Tài khoản vừa đăng nhập lúc 7h. liên quan đến chuyến bay.!",neutral
"tuần trước, Phòng lab mở từ 13h. liên quan đến wifi. 📣! =))",neutral
"mới đây, Phòng lab mở từ 13h. liên quan đến app.!!!",neutral
"tối qua, Phòng lab mở từ 13h. liên quan đến trường.",neutral
"lúc 8h, Lịch hẹn của tôi là 9:30 sáng. liên quan đến khoa.!!!",neutral
"hôm nay, Phòng lab mở từ 13h. liên quan đến tổng đài.!!! =))",neutral
"tuần trước, Đường link tải về có hiệu lực 24h. liên quan đến ngân hàng.!!! =))",neutral
"hôm nay, giá niêm yết công khai liên quan đến bác sĩ. 📝!! ^^",neutral
"lúc 8h, mở cửa cả cuối tuần liên quan đến bưu điện.… :(",neutral
"hôm qua, hôm nay có thông báo mới liên quan đến khách sạn. 📌 :(",neutral
"mới đây, có chương trình khuyến mãi liên quan đến tổng đài.! :v",neutral
"lúc 8h, đang tuyển dụng liên quan đến du lịch.! :v",neutral
"hôm nay, thêm tính năng mới liên quan đến bác sĩ.!!",neutral
"mới đây, ship nội thành trong ngày liên quan đến ứng dụng. ℹ️ :v",neutral
"sáng nay, áp dụng thanh toán QR liên quan đến shipper.",neutral
"vừa xong, thêm tính năng mới liên quan đến môn học.",neutral
"tối qua, ship nội thành trong ngày liên quan đến tổng đài. 📣 :(",neutral
"tối qua, Phòng lab mở từ 13h. liên quan đến chuyến bay. 📝!!! =))",neutral
"hôm qua, đã mở thêm chi nhánh liên quan đến cửa hàng. 🛈… :v",neutral
"hôm qua, Có 20 chỗ ngồi trong phòng. liên quan đến chăm sóc khách hàng.",neutral
"tuần trước, Đường link tải về có hiệu lực 24h. liên quan đến website.…",neutral
"hôm nay, có bãi giữ xe liên quan đến shipper.!",neutral
"tối qua, địa chỉ nằm ở trung tâm liên quan đến bảo hành. :v",neutral
"tuần trước, áp dụng thanh toán QR liên quan đến thiết bị. 🛈!!",neutral
"hôm qua, Tôi đã nhận được email xác nhận. liên quan đến đồ ăn.…",neutral
"vừa xong, mở cửa cả cuối tuần liên quan đến nhà hàng.!!!",neutral
"mới đây, có chương trình khuyến mãi liên quan đến ứng dụng. 📣!!!",neutral
"hôm qua, thêm tính năng mới liên quan đến laptop. 📌! =))",neutral
"tối qua, Có 20 chỗ ngồi trong phòng. liên quan đến tổng đài.",neutral
"tuần trước, Lịch hẹn của tôi là 9:30 sáng. liên quan đến giao hàng.",neutral
"tuần trước, đang tuyển dụng liên quan đến bệnh viện.…",neutral
"hôm qua, địa chỉ nằm ở trung tâm liên quan đến thiết bị.",neutral
"tối qua, ship nội thành trong ngày liên quan đến ứng dụng. 🛈",neutral
"sáng nay, Tôi đã nhận được email xác nhận. liên quan đến siêu thị. ℹ️!",neutral
"mới đây, hôm nay có thông báo mới liên quan đến chăm sóc khách hàng.!!",neutral
"sáng nay, địa chỉ nằm ở trung tâm liên quan đến tổng đài. ℹ️! ^^",neutral
"hôm qua, hôm nay có thông báo mới liên quan đến trường.…",neutral
"lúc 8h, Tôi đã nhận được email xác nhận. liên quan đến khoa.!",neutral
"hôm qua, Phòng lab mở từ 13h. liên quan đến khách sạn. 🛈 :(",neutral
"hôm nay, Lịch hẹn của tôi là 9:30 sáng. liên quan đến quán ăn.!! :(",neutral
"hôm qua, Có 20 chỗ ngồi trong phòng. liên quan đến bệnh viện. 🛈",neutral
"hôm nay, ship nội thành trong ngày liên quan đến du lịch.",neutral
"hôm qua, thêm tính năng mới liên quan đến khách sạn. =))",neutral
"tối qua, mở cửa cả cuối tuần liên quan đến khách sạn. ℹ️",neutral
"hôm qua, Thời tiết hôm nay khá mát. liên quan đến quán ăn.",neutral
"lúc 8h, Phòng lab mở từ 13h. liên quan đến trường.!!!",neutral
"hôm nay, Tài khoản vừa đăng nhập lúc 7h. liên quan đến nhân viên. =))",neutral
"tuần trước, Đơn hàng đã chuyển đến kho. liên quan đến website.",neutral
"lúc 8h, Tài khoản vừa đăng nhập lúc 7h. liên quan đến khách sạn.",neutral
"hôm qua, Đường link tải về có hiệu lực 24h. liên quan đến nhân viên.",neutral
"hôm nay, có bãi giữ xe liên quan đến nhà hàng. =))",neutral
"hôm nay, yêu cầu mang CCCD liên quan đến đơn hàng.!",neutral
"tuần trước, thêm tính năng mới liên quan đến bác sĩ.!",neutral
"hôm qua, đã cập nhật thời khóa biểu liên quan đến chuyến bay.!!!",neutral
"tối qua, thêm tính năng mới liên quan đến chăm sóc khách hàng. :(",neutral
"hôm qua, Phòng lab mở từ 13h. liên quan đến thương mại điện tử. 📣!",neutral
"tối qua, mở cửa cả cuối tuần liên quan đến ngân hàng. 🛈",neutral
"hôm nay, thêm tính năng mới liên quan đến nhà hàng.",neutral
"tuần trước, có chương trình khuyến mãi liên quan đến chuyến bay. 📣!!!",neutral
"mới đây, áp dụng thanh toán QR liên quan đến giảng viên.!! :(",neutral
"hôm nay, Thời tiết hôm nay khá mát. liên quan đến trường.…",neutral
"hôm nay, có chương trình khuyến mãi liên quan đến xe công nghệ.!! =))",neutral
"vừa xong, ship nội thành trong ngày liên quan đến tổng đài. :)",neutral
"tuần trước, Đường link tải về có hiệu lực 24h. liên quan đến nhân viên. 📌 ^^",neutral
"vừa xong, yêu cầu mang CCCD liên quan đến nhà hàng. ℹ️!!!",neutral
"hôm qua, giờ làm việc từ 8h đến 17h liên quan đến môn học.",neutral
"hôm qua, Có 20 chỗ ngồi trong phòng. liên quan đến đồ ăn.!",neutral
"tuần trước, địa chỉ nằm ở trung tâm liên quan đến bưu điện. ℹ️…",neutral
"tối qua, đang tuyển dụng liên quan đến trường.",neutral
"vừa xong, Đơn hàng đã chuyển đến kho. liên quan đến wifi.!!",neutral
"sáng nay, Lịch hẹn của tôi là 9:30 sáng. liên quan đến xe công nghệ.!!",neutral
"hôm qua, Bài kiểm tra gồm 50 câu. liên quan đến shipper.",neutral
"lúc 8h, đã cập nhật thời khóa biểu liên quan đến tổng đài. 📌",neutral
"vừa xong, có chương trình khuyến mãi liên quan đến giảng viên. 📌",neutral
"lúc 8h, giờ làm việc từ 8h đến 17h liên quan đến thương mại điện tử.!!!",neutral
"tuần trước, áp dụng thanh toán QR liên quan đến bảo hành.!!!",neutral
"sáng nay, thêm tính năng mới liên quan đến giao hàng.!!!",neutral
"tối qua, đã mở thêm chi nhánh liên quan đến tổng đài.!!",neutral
"tuần trước, yêu cầu mang CCCD liên quan đến wifi.!",neutral
"hôm nay, Thời tiết hôm nay khá mát. liên quan đến app.!!!",neutral
"sáng nay, ship nội thành trong ngày liên quan đến du lịch. :)",neutral
"vừa xong, Bài kiểm tra gồm 50 câu. liên quan đến phòng khám. 📝 :)",neutral
"hôm qua, giá niêm yết công khai liên quan đến đồ ăn.",neutral
"hôm nay, website bảo trì trong 1 giờ liên quan đến khách sạn. 📌",neutral
"hôm nay, ship nội thành trong ngày liên quan đến thương mại điện tử.",neutral
"hôm qua, Thời tiết hôm nay khá mát. liên quan đến app.",neutral
"vừa xong, thêm tính năng mới liên quan đến thương mại điện tử.",neutral
"mới đây, ship nội thành trong ngày liên quan đến trường. :(",neutral
"tuần trước, Sân bay đang đông. liên quan đến laptop.!!!",neutral
"lúc 8h, địa chỉ nằm ở trung tâm liên quan đến phòng khám. 📝…",neutral
"hôm nay, Tài khoản vừa đăng nhập lúc 7h. liên quan đến đơn hàng.",neutral
"hôm qua, giá niêm yết công khai liên quan đến khoa. 📝!!",neutral
"hôm qua, đã mở thêm chi nhánh liên quan đến trường. 📌!",neutral
"tối qua, Tài khoản vừa đăng nhập lúc 7h. liên quan đến tổng đài. 📣!",neutral
"tuần trước, Tài khoản vừa đăng nhập lúc 7h. liên quan đến phòng khám.!!",neutral
"hôm nay, đã cập nhật thời khóa biểu liên quan đến phòng khám.!",neutral
"hôm nay, Đường link tải về có hiệu lực 24h. liên quan đến trường.! =))",neutral
"hôm nay, có chương trình khuyến mãi liên quan đến shipper.",neutral
"sáng nay, Thời tiết hôm nay khá mát. liên quan đến ngân hàng. :v",neutral
"hôm nay, giá niêm yết công khai liên quan đến chuyến bay. 📝!! :)",neutral
"hôm qua, hôm nay có thông báo mới liên quan đến bác sĩ. ^^",neutral
"hôm qua, sản phẩm hết hàng tạm thời liên quan đến thương mại điện tử.!",neutral
"sáng nay, giá niêm yết công khai liên quan đến cửa hàng.",neutral
"mới đây, Đường link tải về có hiệu lực 24h. liên quan đến giảng viên.!! :v",neutral
"tối qua, Tôi đã nhận được email xác nhận. liên quan đến xe công nghệ. 🛈 =))",neutral
"tuần trước, Phòng lab mở từ 13h. liên quan đến thiết bị.!!!",neutral
"lúc 8h, áp dụng thanh toán QR liên quan đến đơn hàng. ^^",neutral
"tuần trước, sản phẩm hết hàng tạm thời liên quan đến giao hàng.!!",neutral
"hôm nay, Phòng lab mở từ 13h. liên quan đến thương mại điện tử.!!!",neutral
"lúc 8h, thêm tính năng mới liên quan đến ứng dụng. =))",neutral
"sáng nay, ship nội thành trong ngày liên quan đến bác sĩ. =))",neutral
"tuần trước, website bảo trì trong 1 giờ liên quan đến siêu thị. 📣",neutral
"vừa xong, Có 20 chỗ ngồi trong phòng. liên quan đến trường.!",neutral
"hôm qua, áp dụng thanh toán QR liên quan đến chuyến bay.",neutral
"hôm qua, ship nội thành trong ngày liên quan đến shipper.",neutral
"lúc 8h, giá niêm yết công khai liên quan đến phòng khám.",neutral
"tuần trước, Tài khoản vừa đăng nhập lúc 7h. liên quan đến khách sạn.",neutral
"tối qua, áp dụng thanh toán QR liên quan đến app.",neutral
"hôm nay, ship nội thành trong ngày liên quan đến shipper. 📣!!!",neutral
"tuần trước, đã cập nhật thời khóa biểu liên quan đến thiết bị. ℹ️…",neutral
"hôm qua, Sân bay đang đông. liên quan đến ngân hàng. 📌",neutral
"hôm nay, Sân bay đang đông. liên quan đến ngân hàng. 🛈",neutral
"tuần trước, đã cập nhật thời khóa biểu liên quan đến thiết bị.!!",neutral
"sáng nay, Thời tiết hôm nay khá mát. liên quan đến chuyến bay. 🛈",neutral
"mới đây, có chương trình khuyến mãi liên quan đến xe công nghệ. ℹ️!!",neutral
"mới đây, có bãi giữ xe liên quan đến đơn hàng.!! :)",neutral
"hôm qua, Tài khoản vừa đăng nhập lúc 7h. liên quan đến siêu thị.",neutral
"mới đây, sản phẩm hết hàng tạm thời liên quan đến shipper.!!",neutral
"hôm nay, website bảo trì trong 1 giờ liên quan đến laptop. 📣 =))",neutral
"hôm qua, Lịch hẹn của tôi là 9:30 sáng. liên quan đến cửa hàng.!",neutral
"mới đây, có bãi giữ xe liên quan đến môn học.…",neutral
"hôm nay, Bài kiểm tra gồm 50 câu. liên quan đến đơn hàng.",neutral
"mới đây, Phòng lab mở từ 13h. liên quan đến tổng đài.!!!",neutral
"hôm nay, Đường link tải về có hiệu lực 24h. liên quan đến wifi.!!",neutral
"sáng nay, Thời tiết hôm nay khá mát. liên quan đến điện thoại.!!!",neutral
"tuần trước, đã mở thêm chi nhánh liên quan đến đơn hàng.…",neutral
"tối qua, đã cập nhật thời khóa biểu liên quan đến website. 📝",neutral
"tuần trước, có chương trình khuyến mãi liên quan đến bệnh viện. 📣",neutral
"hôm qua, Tài khoản vừa đăng nhập lúc 7h. liên quan đến chăm sóc khách hàng. ^^",neutral
"mới đây, Có 20 chỗ ngồi trong phòng. liên quan đến quán ăn. 🛈",neutral
"tuần trước, thêm tính năng mới liên quan đến website.",neutral
"sáng nay, có chương trình khuyến mãi liên quan đến bảo hành.!!",neutral
"mới đây, đang tuyển dụng liên quan đến nhân viên. 📌…",neutral
"vừa xong, đang tuyển dụng liên quan đến app.!!!",neutral
"vừa xong, đã mở thêm chi nhánh liên quan đến phòng khám.…",neutral
"mới đây, Sân bay đang đông. liên quan đến khách sạn.!!",neutral
"tối qua, áp dụng thanh toán QR liên quan đến thương mại điện tử.",neutral
"hôm qua, Tôi đã nhận được email xác nhận. liên quan đến wifi.…",neutral
"mới đây, Lịch hẹn của tôi là 9:30 sáng. liên quan đến chuyến bay. ^^",neutral
"sáng nay, đã cập nhật thời khóa biểu liên quan đến app.",neutral
"tối qua, website bảo trì trong 1 giờ liên quan đến khách sạn. 📌",neutral
"hôm qua, mở cửa cả cuối tuần liên quan đến siêu thị.!!! :)",neutral
"lúc 8h, giá niêm yết công khai liên quan đến xe công nghệ. ℹ️!",neutral
"tuần trước, ship nội thành trong ngày liên quan đến bác sĩ.… :v",neutral
"vừa xong, đã mở thêm chi nhánh liên quan đến siêu thị.",neutral
"lúc 8h, Phòng lab mở từ 13h. liên quan đến tổng đài. 📝… ^^",neutral
"mới đây, Thời tiết hôm nay khá mát. liên quan đến khoa.",neutral
"lúc 8h, thêm tính năng mới liên quan đến bưu điện. 📝!!!",neutral
"tối qua, website bảo trì trong 1 giờ liên quan đến trường.",neutral
"hôm qua, thêm tính năng mới liên quan đến cửa hàng. 📌! ^^",neutral
"tuần trước, Sân bay đang đông. liên quan đến thương mại điện tử. 🛈!! :)",neutral
"hôm qua, Lịch hẹn của tôi là 9:30 sáng. liên quan đến thiết bị.…",neutral
"tuần trước, đang tuyển dụng liên quan đến quán ăn.!!",neutral
"mới đây, Tôi đã nhận được email xác nhận. liên quan đến cửa hàng. ℹ️",neutral
"sáng nay, Phòng lab mở từ 13h. liên quan đến chăm sóc khách hàng.",neutral
"tuần trước, giá niêm yết công khai liên quan đến laptop. 📝!!",neutral
"tối qua, hôm nay có thông báo mới liên quan đến thương mại điện tử.!!",neutral
"mới đây, mở cửa cả cuối tuần liên quan đến thiết bị. 📌",neutral
"lúc 8h, Đơn hàng đã chuyển đến kho. liên quan đến môn học. 🛈…",neutral
"tuần trước, Phòng lab mở từ 13h. liên quan đến tổng đài.! =))",neutral
"vừa xong, website bảo trì trong 1 giờ liên quan đến du lịch.",neutral
"hôm qua, Thời tiết hôm nay khá mát. liên quan đến thương mại điện tử.…",neutral
"mới đây, Bài kiểm tra gồm 50 câu. liên quan đến ứng dụng.!!! ^^",neutral
"tuần trước, Thời tiết hôm nay khá mát. liên quan đến laptop. 🛈",neutral
"tuần trước, có chương trình khuyến mãi liên quan đến website.",neutral
"vừa xong, ship nội thành trong ngày liên quan đến thương mại điện tử.!!!",neutral
"lúc 8h, giá niêm yết công khai liên quan đến khách sạn.!",neutral
"hôm qua, có chương trình khuyến mãi liên quan đến chăm sóc khách hàng.!!! :v",neutral
"vừa xong, Đường link tải về có hiệu lực 24h. liên quan đến ship đồ ăn. ℹ️…",neutral
"mới đây, Có 20 chỗ ngồi trong phòng. liên quan đến website. 📝",neutral
"lúc 8h, Phòng lab mở từ 13h. liên quan đến app. 📌!",neutral
"hôm qua, có bãi giữ xe liên quan đến nhà hàng. :v",neutral
"mới đây, áp dụng thanh toán QR liên quan đến phòng khám. 📣",neutral
"vừa xong, Lịch hẹn của tôi là 9:30 sáng. liên quan đến laptop.!! :)",neutral
"tuần trước, có chương trình khuyến mãi liên quan đến khoa.!",neutral
"hôm qua, Sân bay đang đông. liên quan đến ngân hàng. ℹ️",neutral
"mới đây, Tài khoản vừa đăng nhập lúc 7h. liên quan đến giao hàng.",neutral
"sáng nay, đang tuyển dụng liên quan đến nhân viên. 📝… :v",neutral
"lúc 8h, đã cập nhật thời khóa biểu liên quan đến thương mại điện tử. :(",neutral
"lúc 8h, Đơn hàng đã chuyển đến kho. liên quan đến nhân viên.!!",neutral
"hôm qua, đã mở thêm chi nhánh liên quan đến wifi.",neutral
"vừa xong, Tôi đã nhận được email xác nhận. liên quan đến khoa. ℹ️!! :)",neutral
"vừa xong, Bài kiểm tra gồm 50 câu. liên quan đến khoa.!!!",neutral
"hôm nay, đang tuyển dụng liên quan đến website.…",neutral
"mới đây, sản phẩm hết hàng tạm thời liên quan đến wifi.…",neutral
"sáng nay, mở cửa cả cuối tuần liên quan đến quán ăn.! :(",neutral
"vừa xong, giá niêm yết công khai liên quan đến xe công nghệ.!!",neutral
"mới đây, Lịch hẹn của tôi là 9:30 sáng. liên quan đến app.",neutral
"mới đây, đã cập nhật thời khóa biểu liên quan đến bác sĩ. 🛈!!!",neutral
"vừa xong, có bãi giữ xe liên quan đến thương mại điện tử. 📣…",neutral
"vừa xong, giờ làm việc từ 8h đến 17h liên quan đến bảo hành.",neutral
"mới đây, Tài khoản vừa đăng nhập lúc 7h. liên quan đến phòng khám.… :(",neutral
"sáng nay, Sân bay đang đông. liên quan đến website.!",neutral
"sáng nay, yêu cầu mang CCCD liên quan đến ship đồ ăn.!!! =))",neutral
"tối qua, mở cửa cả cuối tuần liên quan đến app. 📣!! :(",neutral
"lúc 8h, Tài khoản vừa đăng nhập lúc 7h. liên quan đến ngân hàng.!!! ^^",neutral
"lúc 8h, Bài kiểm tra gồm 50 câu. liên quan đến trường. 🛈…",neutral
"vừa xong, Tôi đã nhận được email xác nhận. liên quan đến wifi. 📝…",neutral
"sáng nay, địa chỉ nằm ở trung tâm liên quan đến ngân hàng. 📌…",neutral
"sáng nay, đã cập nhật thời khóa biểu liên quan đến nhà hàng.",neutral
"hôm qua, đã cập nhật thời khóa biểu liên quan đến đồ ăn. 📝…",neutral
"vừa xong, đã mở thêm chi nhánh liên quan đến du lịch.",neutral
"hôm qua, Phòng lab mở từ 13h. liên quan đến giao hàng.",neutral
"tối qua, Đơn hàng đã chuyển đến kho. liên quan đến chuyến bay. 📌!! ^^",neutral
"sáng nay, địa chỉ nằm ở trung tâm liên quan đến chuyến bay. 🛈…",neutral
"sáng nay, giá niêm yết công khai liên quan đến giảng viên.!!!",neutral
"sáng nay, sản phẩm hết hàng tạm thời liên quan đến khoa.",neutral
"hôm nay, Phòng lab mở từ 13h. liên quan đến du lịch. 📌",neutral
"hôm nay, yêu cầu mang CCCD liên quan đến app. ℹ️",neutral
"lúc 8h, giờ làm việc từ 8h đến 17h liên quan đến website. ℹ️!!! ^^",neutral
"tuần trước, địa chỉ nằm ở trung tâm liên quan đến chuyến bay. 📣 =))",neutral
"vừa xong, Bài kiểm tra gồm 50 câu. liên quan đến bưu điện.",neutral
"tuần trước, Tôi đã nhận được email xác nhận. liên quan đến ngân hàng.!! :(",neutral
"sáng nay, đã mở thêm chi nhánh liên quan đến đồ ăn.!! =))",neutral
"hôm qua, Sân bay đang đông. liên quan đến nhà hàng.…",neutral
"tuần trước, mở cửa cả cuối tuần liên quan đến bưu điện. :(",neutral
"tối qua, ship nội thành trong ngày liên quan đến môn học.!",neutral
"tối qua, Sân bay đang đông. liên quan đến thiết bị.!",neutral
"tuần trước, địa chỉ nằm ở trung tâm liên quan đến ngân hàng.!",neutral
"tuần trước, Có 20 chỗ ngồi trong phòng. liên quan đến siêu thị. 📌…",neutral
"hôm qua, Sân bay đang đông. liên quan đến đơn hàng.… :(",neutral
"hôm nay, có chương trình khuyến mãi liên quan đến thương mại điện tử. =))",neutral
"tuần trước, Đường link tải về có hiệu lực 24h. liên quan đến shipper. ^^",neutral
"vừa xong, Phòng lab mở từ 13h. liên quan đến giảng viên. :(",neutral
"lúc 8h, giá niêm yết công khai liên quan đến cửa hàng. 🛈!",neutral
"hôm nay, giờ làm việc từ 8h đến 17h liên quan đến quán ăn. 📝",neutral
"hôm nay, Phòng lab mở từ 13h. liên quan đến xe công nghệ.",neutral
"tối qua, đang tuyển dụng liên quan đến môn học.",neutral
"tối qua, website bảo trì trong 1 giờ liên quan đến bác sĩ.!!!",neutral
"hôm qua, đang tuyển dụng liên quan đến ship đồ ăn. 🛈",neutral
"lúc 8h, giá niêm yết công khai liên quan đến bảo hành. ℹ️!!! :)",neutral
"vừa xong, Có 20 chỗ ngồi trong phòng. liên quan đến khách sạn.…",neutral
"hôm nay, Sân bay đang đông. liên quan đến điện thoại. :(",neutral
"tối qua, hôm nay có thông báo mới liên quan đến bưu điện.",neutral
"tối qua, hôm nay có thông báo mới liên quan đến phòng khám. :(",neutral
"vừa xong, Bài kiểm tra gồm 50 câu. liên quan đến khách sạn. 📌…",neutral
"mới đây, yêu cầu mang CCCD liên quan đến thương mại điện tử.!!!",neutral
"lúc 8h, đang tuyển dụng liên quan đến bưu điện.!!!",neutral
"vừa xong, yêu cầu mang CCCD liên quan đến quán ăn.!! :(",neutral
"tối qua, đã cập nhật thời khóa biểu liên quan đến siêu thị. 📌",neutral
"tuần trước, địa chỉ nằm ở trung tâm liên quan đến laptop.… ^^",neutral
"mới đây, Đường link tải về có hiệu lực 24h. liên quan đến cửa hàng. 📣",neutral
"mới đây, mở cửa cả cuối tuần liên quan đến giảng viên. 📌",neutral
"sáng nay, đã mở thêm chi nhánh liên quan đến đồ ăn.! :v",neutral
"tuần trước, Thời tiết hôm nay khá mát. liên quan đến thiết bị. ℹ️!! ^^",neutral
"tối qua, Sân bay đang đông. liên quan đến chuyến bay. :(",neutral
"mới đây, Đơn hàng đã chuyển đến kho. liên quan đến giao hàng. :)",neutral
"vừa xong, Tôi đã nhận được email xác nhận. liên quan đến ship đồ ăn. 📣!!!",neutral
"mới đây, địa chỉ nằm ở trung tâm liên quan đến trường. 📣",neutral
"vừa xong, giá niêm yết công khai liên quan đến shipper.",neutral
"tối qua, yêu cầu mang CCCD liên quan đến website.…",neutral
"tuần trước, website bảo trì trong 1 giờ liên quan đến thương mại điện tử.!! ^^",neutral
"hôm qua, Thời tiết hôm nay khá mát. liên quan đến wifi. 🛈",neutral
"lúc 8h, sản phẩm hết hàng tạm thời liên quan đến ship đồ ăn.",neutral
"lúc 8h, giờ làm việc từ 8h đến 17h liên quan đến ship đồ ăn.…",neutral
"hôm qua, Lịch hẹn của tôi là 9:30 sáng. liên quan đến app.",neutral
"mới đây, giá niêm yết công khai liên quan đến môn học.!!",neutral
"tuần trước, đã mở thêm chi nhánh liên quan đến bác sĩ.… :)",neutral
"tuần trước, áp dụng thanh toán QR liên quan đến giảng viên. 📣",neutral
"tuần trước, Đơn hàng đã chuyển đến kho. liên quan đến bác sĩ.",neutral
"lúc 8h, địa chỉ nằm ở trung tâm liên quan đến môn học. =))",neutral
"tuần trước, giá niêm yết công khai liên quan đến bảo hành. :v",neutral
"sáng nay, Có 20 chỗ ngồi trong phòng. liên quan đến khách sạn. 📝!",neutral
"mới đây, ship nội thành trong ngày liên quan đến du lịch.!!!",neutral
"tuần trước, đã mở thêm chi nhánh liên quan đến nhà hàng. ^^",neutral
"sáng nay, website bảo trì trong 1 giờ liên quan đến cửa hàng.!",neutral
"lúc 8h, yêu cầu mang CCCD liên quan đến khoa.!",neutral
"tuần trước, Lịch hẹn của tôi là 9:30 sáng. liên quan đến chuyến bay. 📣",neutral
"hôm qua, Bài kiểm tra gồm 50 câu. liên quan đến bảo hành.…",neutral
"hôm qua, Thời tiết hôm nay khá mát. liên quan đến tổng đài.",neutral
"tối qua, Đơn hàng đã chuyển đến kho. liên quan đến bảo hành.!",neutral
"mới đây, Thời tiết hôm nay khá mát. liên quan đến cửa hàng.",neutral
"vừa xong, Tài khoản vừa đăng nhập lúc 7h. liên quan đến siêu thị.!!!",neutral
"tuần trước, Lịch hẹn của tôi là 9:30 sáng. liên quan đến tổng đài.!!!",neutral
"lúc 8h, Bài kiểm tra gồm 50 câu. liên quan đến trường.",neutral
"lúc 8h, có chương trình khuyến mãi liên quan đến bưu điện. 📣!!! =))",neutral
"hôm nay, đang tuyển dụng liên quan đến du lịch.",neutral
